FROM,TO
Pulmonary Acinus-UBERON:0008874, Respiratory bronchioles-UBERON:0002188
Respiratory bronchioles-UBERON:0002188, epithelial
Respiratory bronchioles-UBERON:0002188, smooth muscle tissue of respiratory bronchiole-UBERON_0004517
smooth muscle tissue of respiratory bronchiole-UBERON_0004517, mesenchymal-CL:0008019
Pulmonary Acinus-UBERON:0008874, Alveolar Ducts-UBERON:0002173
Alveolar Ducts-UBERON:0002173, mesenchymal
Pulmonary Acinus-UBERON:0008874, Alveoli-UBERON:0008870
Alveoli-UBERON:0008870, epithelial
Alveoli-UBERON:0008870, mesenchymal
Alveoli-UBERON:0008870, hematopoietic
Alveoli-UBERON:0008870, Alveolar capillaries-UBERON:0016405
Alveolar capillaries-UBERON:0016405, endothelial-CL:0000115
Pulmonary Lobule-UBERON: 0010368, Interlobular Septa-fma:84472
Interlobular Septa-fma:84472, Pulmonary Vein-UBERON:0002016
Pulmonary Vein-UBERON:0002016, Pulmonary Vein endotheliim
Pulmonary Vein endotheliim, endothelial-CL:0000115
Interlobular Septa-fma:84472, pulmonary lymphatic vessel-UBERON:0018227
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel endothelium-UBERON:0003529
respiratory system lymphatic vessel endothelium-UBERON:0003529, endothelial-CL:0000115
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel smooth muscle-UBERON:0004296
respiratory system lymphatic vessel smooth muscle-UBERON:0004296, mesenchymal-CL:0008019
Left Apical Bronchopulmonary Segment-fma:7385, visceral pleura-UBERON:0002401
visceral pleura-UBERON:0002401, epithelial
Left Upper Lobe-UBERON: 0008952, Left Posterior Bronchopulmonary Segment-fma:7386
Left Posterior Bronchopulmonary Segment-fma:7386, Left Posterior Segmental Bronchus-fma:7427
Left Posterior Segmental Bronchus-fma:7427, bronchial epithelium-UBERON:0002339
bronchial epithelium-UBERON:0002339, epithelial
Left Posterior Segmental Bronchus-fma:7427, bronchial smooth muscle-UBERON_0004242
bronchial smooth muscle-UBERON_0004242, mesenchymal
Left Posterior Segmental Bronchus-fma:7427, bronchial mesenchyme-UBERON:0004884
bronchial mesenchyme-UBERON:0004884, mesenchymal
Left Posterior Segmental Bronchus-fma:7427, cartilagenous plate-UBERON:0001102
cartilagenous plate-UBERON:0001102, mesenchymal
Left Posterior Segmental Bronchus-fma:7427, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, superior left bronchial artery-fma:4146
superior left bronchial artery-fma:4146, respiratory system arterial endothelium-UBERON:0004848
respiratory system arterial endothelium-UBERON:0004848, endothelial-CL:0000115
superior left bronchial artery-fma:4146, arterial system smooth muscle-UBERON:0004695
arterial system smooth muscle-UBERON:0004695, mesenchymal-CL:0008019
Left Posterior Segmental Bronchus-fma:7427, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, left bronchial vein-fma:4837
left bronchial vein-fma:4837, respiratory system venous endothelium-UBERON:0004849
respiratory system venous endothelium-UBERON:0004849, endothelial-CL:0000115
left bronchial vein-fma:4837, venous system smooth muscle-UBERON:0004696
venous system smooth muscle-UBERON:0004696, mesenchymal-CL:0008019
Left Posterior Bronchopulmonary Segment-fma:7386, Left Apicoposterior Segmental Pulmonary Artery-fma:13281
Left Apicoposterior Segmental Pulmonary Artery-fma:13281, Pulmonary arterial endothelium-UBERON:0005317
Pulmonary arterial endothelium-UBERON:0005317, endothelial
Left Apicoposterior Segmental Pulmonary Artery-fma:13281, Pulmonary arterial smooth muscle
Pulmonary arterial smooth muscle, mesenchymal
Left Apicoposterior Segmental Pulmonary Artery-fma:13281, Pulmonary arterial fibroblasts
Pulmonary arterial fibroblasts, mesenchymal
Left Posterior Segmental Bronchus-fma:7427, ciliated ducts of bronchial submucosal gland
ciliated ducts of bronchial submucosal gland, epithelial
Left Posterior Segmental Bronchus-fma:7427, bronchial submucosal gland-UBERON:0019190
bronchial submucosal gland-UBERON:0019190, epithelial
Left Posterior Bronchopulmonary Segment-fma:7386, Primary Bronchioles-fma:279818
Primary Bronchioles-fma:279818, epithelial
Primary Bronchioles-fma:279818, mesenchymal
Left Posterior Bronchopulmonary Segment-fma:7386, Pulmonary Lobule-UBERON: 0010368
Pulmonary Lobule-UBERON: 0010368, Terminal/ Transitional Bronchioles-UBERON:0002187
Terminal/ Transitional Bronchioles-UBERON:0002187, epithelial
Terminal/ Transitional Bronchioles-UBERON:0002187, smooth muscle tissue of terminal bronchiole-UBERON_0004516
smooth muscle tissue of terminal bronchiole-UBERON_0004516, mesenchymal
Terminal/ Transitional Bronchioles-UBERON:0002187, Bronchoalveolar duct junction-UBERON:0004903
Bronchoalveolar duct junction-UBERON:0004903, epithelial
Pulmonary Lobule-UBERON: 0010368, Pulmonary Acinus-UBERON:0008874
Pulmonary Acinus-UBERON:0008874, Respiratory bronchioles-UBERON:0002188
Respiratory bronchioles-UBERON:0002188, epithelial
Respiratory bronchioles-UBERON:0002188, smooth muscle tissue of respiratory bronchiole-UBERON_0004517
smooth muscle tissue of respiratory bronchiole-UBERON_0004517, mesenchymal-CL:0008019
Pulmonary Acinus-UBERON:0008874, Alveolar Ducts-UBERON:0002173
Alveolar Ducts-UBERON:0002173, mesenchymal
Pulmonary Acinus-UBERON:0008874, Alveoli-UBERON:0008870
Alveoli-UBERON:0008870, epithelial
Alveoli-UBERON:0008870, mesenchymal
Alveoli-UBERON:0008870, hematopoietic
Alveoli-UBERON:0008870, Alveolar capillaries-UBERON:0016405
Alveolar capillaries-UBERON:0016405, endothelial-CL:0000115
Pulmonary Lobule-UBERON: 0010368, Interlobular Septa-fma:84472
Interlobular Septa-fma:84472, Pulmonary Vein-UBERON:0002016
Pulmonary Vein-UBERON:0002016, Pulmonary Vein endotheliim
Pulmonary Vein endotheliim, endothelial-CL:0000115
Interlobular Septa-fma:84472, pulmonary lymphatic vessel-UBERON:0018227
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel endothelium-UBERON:0003529
respiratory system lymphatic vessel endothelium-UBERON:0003529, endothelial-CL:0000115
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel smooth muscle-UBERON:0004296
respiratory system lymphatic vessel smooth muscle-UBERON:0004296, mesenchymal-CL:0008019
Left Posterior Bronchopulmonary Segment-fma:7386, visceral pleura-UBERON:0002401
visceral pleura-UBERON:0002401, epithelial
Left Upper Lobe-UBERON: 0008952, Left Anterior Bronchopulmonary Segment-fma:7373
Left Anterior Bronchopulmonary Segment-fma:7373, Left Anterior Segmental Bronchus-fma:7428
Left Anterior Segmental Bronchus-fma:7428, bronchial epithelium-UBERON:0002339
bronchial epithelium-UBERON:0002339, epithelial
Left Anterior Segmental Bronchus-fma:7428, bronchial smooth muscle-UBERON_0004242
bronchial smooth muscle-UBERON_0004242, mesenchymal
Left Anterior Segmental Bronchus-fma:7428, bronchial mesenchyme-UBERON:0004884
bronchial mesenchyme-UBERON:0004884, mesenchymal
Left Anterior Segmental Bronchus-fma:7428, cartilagenous plate-UBERON:0001102
cartilagenous plate-UBERON:0001102, mesenchymal
Left Anterior Segmental Bronchus-fma:7428, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, superior left bronchial artery-fma:4146
superior left bronchial artery-fma:4146, respiratory system arterial endothelium-UBERON:0004848
respiratory system arterial endothelium-UBERON:0004848, endothelial-CL:0000115
superior left bronchial artery-fma:4146, arterial system smooth muscle-UBERON:0004695
arterial system smooth muscle-UBERON:0004695, mesenchymal-CL:0008019
Left Anterior Segmental Bronchus-fma:7428, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, left bronchial vein-fma:4837
left bronchial vein-fma:4837, respiratory system venous endothelium-UBERON:0004849
respiratory system venous endothelium-UBERON:0004849, endothelial-CL:0000115
left bronchial vein-fma:4837, venous system smooth muscle-UBERON:0004696
venous system smooth muscle-UBERON:0004696, mesenchymal-CL:0008019
Left Anterior Bronchopulmonary Segment-fma:7373, Left Anterior Segmental Pulmonary Artery-fma:13279
Left Anterior Segmental Pulmonary Artery-fma:13279, Pulmonary arterial endothelium-UBERON:0005317
Pulmonary arterial endothelium-UBERON:0005317, endothelial
Left Anterior Segmental Pulmonary Artery-fma:13279, Pulmonary arterial smooth muscle
Pulmonary arterial smooth muscle, mesenchymal
Left Anterior Segmental Pulmonary Artery-fma:13279, Pulmonary arterial fibroblasts
Pulmonary arterial fibroblasts, mesenchymal
Left Anterior Segmental Bronchus-fma:7428, ciliated ducts of bronchial submucosal gland
ciliated ducts of bronchial submucosal gland, epithelial
Left Anterior Segmental Bronchus-fma:7428, bronchial submucosal gland-UBERON:0019190
bronchial submucosal gland-UBERON:0019190, epithelial
Left Anterior Bronchopulmonary Segment-fma:7373, Primary Bronchioles-fma:279818
Primary Bronchioles-fma:279818, epithelial
Primary Bronchioles-fma:279818, mesenchymal
Left Anterior Bronchopulmonary Segment-fma:7373, Pulmonary Lobule-UBERON: 0010368
Pulmonary Lobule-UBERON: 0010368, Terminal/ Transitional Bronchioles-UBERON:0002187
Terminal/ Transitional Bronchioles-UBERON:0002187, epithelial
Terminal/ Transitional Bronchioles-UBERON:0002187, smooth muscle tissue of terminal bronchiole-UBERON_0004516
smooth muscle tissue of terminal bronchiole-UBERON_0004516, mesenchymal
Terminal/ Transitional Bronchioles-UBERON:0002187, Bronchoalveolar duct junction-UBERON:0004903
Bronchoalveolar duct junction-UBERON:0004903, epithelial
Pulmonary Lobule-UBERON: 0010368, Pulmonary Acinus-UBERON:0008874
Pulmonary Acinus-UBERON:0008874, Respiratory bronchioles-UBERON:0002188
Respiratory bronchioles-UBERON:0002188, epithelial
Respiratory bronchioles-UBERON:0002188, smooth muscle tissue of respiratory bronchiole-UBERON_0004517
smooth muscle tissue of respiratory bronchiole-UBERON_0004517, mesenchymal-CL:0008019
Pulmonary Acinus-UBERON:0008874, Alveolar Ducts-UBERON:0002173
Alveolar Ducts-UBERON:0002173, mesenchymal
Pulmonary Acinus-UBERON:0008874, Alveoli-UBERON:0008870
Alveoli-UBERON:0008870, epithelial
Alveoli-UBERON:0008870, mesenchymal
Alveoli-UBERON:0008870, hematopoietic
Alveoli-UBERON:0008870, Alveolar capillaries-UBERON:0016405
Alveolar capillaries-UBERON:0016405, endothelial-CL:0000115
Pulmonary Lobule-UBERON: 0010368, Interlobular Septa-fma:84472
Interlobular Septa-fma:84472, Pulmonary Vein-UBERON:0002016
Pulmonary Vein-UBERON:0002016, Pulmonary Vein endotheliim
Pulmonary Vein endotheliim, endothelial-CL:0000115
Interlobular Septa-fma:84472, pulmonary lymphatic vessel-UBERON:0018227
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel endothelium-UBERON:0003529
respiratory system lymphatic vessel endothelium-UBERON:0003529, endothelial-CL:0000115
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel smooth muscle-UBERON:0004296
respiratory system lymphatic vessel smooth muscle-UBERON:0004296, mesenchymal-CL:0008019
Left Anterior Bronchopulmonary Segment-fma:7373, visceral pleura-UBERON:0002401
visceral pleura-UBERON:0002401, epithelial
Left Upper Lobe-UBERON: 0008952, Left Lingula Superior Bronchopulmonary Segment-fma:7374
Left Lingula Superior Bronchopulmonary Segment-fma:7374, Left Lingula Superior Segmental Bronchus-fma:7430
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial epithelium-UBERON:0002339
bronchial epithelium-UBERON:0002339, epithelial
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial smooth muscle-UBERON_0004242
bronchial smooth muscle-UBERON_0004242, mesenchymal
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial mesenchyme-UBERON:0004884
bronchial mesenchyme-UBERON:0004884, mesenchymal
Left Lingula Superior Segmental Bronchus-fma:7430, cartilagenous plate-UBERON:0001102
cartilagenous plate-UBERON:0001102, mesenchymal
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, superior left bronchial artery-fma:4146
superior left bronchial artery-fma:4146, respiratory system arterial endothelium-UBERON:0004848
respiratory system arterial endothelium-UBERON:0004848, endothelial-CL:0000115
superior left bronchial artery-fma:4146, arterial system smooth muscle-UBERON:0004695
arterial system smooth muscle-UBERON:0004695, mesenchymal-CL:0008019
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, left bronchial vein-fma:4837
left bronchial vein-fma:4837, respiratory system venous endothelium-UBERON:0004849
respiratory system venous endothelium-UBERON:0004849, endothelial-CL:0000115
left bronchial vein-fma:4837, venous system smooth muscle-UBERON:0004696
venous system smooth muscle-UBERON:0004696, mesenchymal-CL:0008019
Left Lingula Superior Bronchopulmonary Segment-fma:7374, Left Lingula Superior Segmental Pulmonary Artery-fma:8639
Left Lingula Superior Segmental Pulmonary Artery-fma:8639, Pulmonary arterial endothelium-UBERON:0005317
Pulmonary arterial endothelium-UBERON:0005317, endothelial
Left Lingula Superior Segmental Pulmonary Artery-fma:8639, Pulmonary arterial smooth muscle
Pulmonary arterial smooth muscle, mesenchymal
Left Lingula Superior Segmental Pulmonary Artery-fma:8639, Pulmonary arterial fibroblasts
Pulmonary arterial fibroblasts, mesenchymal
Left Lingula Superior Segmental Bronchus-fma:7430, ciliated ducts of bronchial submucosal gland
ciliated ducts of bronchial submucosal gland, epithelial
Left Lingula Superior Segmental Bronchus-fma:7430, bronchial submucosal gland-UBERON:0019190
bronchial submucosal gland-UBERON:0019190, epithelial
Left Lingula Superior Bronchopulmonary Segment-fma:7374, Primary Bronchioles-fma:279818
Primary Bronchioles-fma:279818, epithelial
Primary Bronchioles-fma:279818, mesenchymal
Left Lingula Superior Bronchopulmonary Segment-fma:7374, Pulmonary Lobule-UBERON: 0010368
Pulmonary Lobule-UBERON: 0010368, Terminal/ Transitional Bronchioles-UBERON:0002187
Terminal/ Transitional Bronchioles-UBERON:0002187, epithelial
Terminal/ Transitional Bronchioles-UBERON:0002187, smooth muscle tissue of terminal bronchiole-UBERON_0004516
smooth muscle tissue of terminal bronchiole-UBERON_0004516, mesenchymal
Terminal/ Transitional Bronchioles-UBERON:0002187, Bronchoalveolar duct junction-UBERON:0004903
Bronchoalveolar duct junction-UBERON:0004903, epithelial
Pulmonary Lobule-UBERON: 0010368, Pulmonary Acinus-UBERON:0008874
Pulmonary Acinus-UBERON:0008874, Respiratory bronchioles-UBERON:0002188
Respiratory bronchioles-UBERON:0002188, epithelial
Respiratory bronchioles-UBERON:0002188, smooth muscle tissue of respiratory bronchiole-UBERON_0004517
smooth muscle tissue of respiratory bronchiole-UBERON_0004517, mesenchymal-CL:0008019
Pulmonary Acinus-UBERON:0008874, Alveolar Ducts-UBERON:0002173
Alveolar Ducts-UBERON:0002173, mesenchymal
Pulmonary Acinus-UBERON:0008874, Alveoli-UBERON:0008870
Alveoli-UBERON:0008870, epithelial
Alveoli-UBERON:0008870, mesenchymal
Alveoli-UBERON:0008870, hematopoietic
Alveoli-UBERON:0008870, Alveolar capillaries-UBERON:0016405
Alveolar capillaries-UBERON:0016405, endothelial-CL:0000115
Pulmonary Lobule-UBERON: 0010368, Interlobular Septa-fma:84472
Interlobular Septa-fma:84472, Pulmonary Vein-UBERON:0002016
Pulmonary Vein-UBERON:0002016, Pulmonary Vein endotheliim
Pulmonary Vein endotheliim, endothelial-CL:0000115
Interlobular Septa-fma:84472, pulmonary lymphatic vessel-UBERON:0018227
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel endothelium-UBERON:0003529
respiratory system lymphatic vessel endothelium-UBERON:0003529, endothelial-CL:0000115
pulmonary lymphatic vessel-UBERON:0018227, respiratory system lymphatic vessel smooth muscle-UBERON:0004296
respiratory system lymphatic vessel smooth muscle-UBERON:0004296, mesenchymal-CL:0008019
Left Lingula Superior Bronchopulmonary Segment-fma:7374, visceral pleura-UBERON:0002401
visceral pleura-UBERON:0002401, epithelial
Left Upper Lobe-UBERON: 0008952, Left Lingula Inferior Bronchopulmonary Segment-fma:7375
Left Lingula Inferior Bronchopulmonary Segment-fma:7375, Left Lingula Inferior Segmental Bronchus-fma:7431
Left Lingula Inferior Segmental Bronchus-fma:7431, bronchial epithelium-UBERON:0002339
bronchial epithelium-UBERON:0002339, epithelial
Left Lingula Inferior Segmental Bronchus-fma:7431, bronchial smooth muscle-UBERON_0004242
bronchial smooth muscle-UBERON_0004242, mesenchymal
Left Lingula Inferior Segmental Bronchus-fma:7431, bronchial mesenchyme-UBERON:0004884
bronchial mesenchyme-UBERON:0004884, mesenchymal
Left Lingula Inferior Segmental Bronchus-fma:7431, cartilagenous plate-UBERON:0001102
cartilagenous plate-UBERON:0001102, mesenchymal
Left Lingula Inferior Segmental Bronchus-fma:7431, bronchial vessels-UBERON:0004889
bronchial vessels-UBERON:0004889, superior left bronchial artery-fma:4146
superior left bronchial artery-fma:4146, respiratory system arterial endothelium-UBERON:0004848
respiratory system arterial endothelium-UBERON:0004848, endothelial-CL:0000115
superior left bronchial artery-fma:4146, arterial system smooth muscle-UBERON:0004695
arterial system smooth muscle-UBERON:0004695, mesenchymal-CL:0008019
Left Lingula Inferior Segmental Bronchus-fma:7431, bronchial vessels-UBERON:0004889
